128 2 1 2 5 2 0 0 2 2 0 0 2 0 2 0 0 1 0 1 1 0 2 1 0 0 1 0 0 0 1 1 1 0 1 0 0 0 2 2 2 3 0 1 0 0 1 1 3 2 3 1 1 1 0 2 3 1 1 0 0 3 2 1 1 1 1 2 1 3 6 4 2 0 4 2 7 6 2 0 1 1 0 3 1 4 3 0 0 4 6 1 2 3 2 1 1 1 5 1 2 0 4 1 2 2 3 0 2 2 0 2 0 0 1 1 1 1 1 0 0 0 0 1 0 2 0 0 1 0 1 1 0 1 1 0 1 2 1 1 1 1 2 0 0 1 2 1 2 0 0 0 1 0 1 1 3 1 0 1 0 1 0 0 0 1 0 3 2 1 1 1 0 1 2 0 0 1 0 0 0 0 0 1 1 1 1 0 1 0 2 1 0 0 1 1 0 0 1 129
172 4 0 4 3 2 2 3 2 0 2 1 0 1 1 1 0 0 1 2 2 0 3 0 1 2 2 0 0 0 1 0 0 0 0 0 1 0 1 1 2 2 1 1 1 1 2 0 3 2 4 3 1 1 0 0 2 2 0 2 0 2 3 2 0 1 2 4 1 4 7 7 3 0 5 2 10 8 4 2 2 1 0 3 1 5 4 0 0 5 8 4 5 3 3 2 1 2 5 0 4 0 5 1 3 3 3 0 3 2 0 2 0 0 1 1 1 1 0 0 0 1 0 1 1 2 0 0 1 0 0 2 0 1 1 0 1 4 2 0 2 2 2 1 0 1 2 0 0 1 0 0 2 1 2 0 3 2 1 0 0 1 0 0 0 0 1 2 1 1 1 2 0 0 2 0 0 2 0 1 1 0 0 0 1 0 1 0 0 0 1 2 1 0 1 0 0 0 0 173
174 3 2 4 1 1 4 4 0 1 1 1 1 1 1 2 0 1 2 2 1 1 2 0 2 3 1 0 0 3 1 2 2 1 1 1 2 1 1 1 0 0 0 0 1 0 2 1 2 2 4 4 1 1 1 1 0 1 1 4 1 1 3 2 2 1 2 3 2 2 6 7 4 3 5 1 9 7 5 4 0 1 3 3 0 5 2 2 1 6 8 7 6 1 2 3 0 2 4 0 4 0 4 2 2 2 3 1 2 1 1 2 0 0 0 1 0 1 0 0 0 0 0 0 1 0 1 0 0 0 2 2 0 0 0 0 1 3 2 2 3 1 3 1 0 2 1 0 1 0 0 0 2 1 0 1 0 1 2 1 0 1 0 2 0 2 3 1 0 1 2 2 0 0 1 0 2 2 0 0 0 0 0 1 1 0 0 0 1 0 0 1 1 1 0 0 0 0 0 173
174 0 3 3 2 2 1 1 0 1 1 0 0 1 1 0 2 2 1 1 0 1 0 1 2 2 1 0 0 3 0 3 2 0 4 4 1 0 3 0 0 0 0 0 1 1 2 1 2 2 2 3 3 2 0 1 1 1 1 3 2 2 4 1 3 0 4 0 4 1 4 7 6 7 3 1 7 5 5 4 0 1 5 5 3 6 0 3 1 7 8 7 6 0 0 5 0 1 3 1 3 0 3 1 3 1 2 0 2 2 1 3 2 1 1 2 0 1 0 0 0 1 0 1 0 1 1 0 1 1 3 0 0 3 0 1 2 1 1 3 3 2 2 0 1 2 1 0 1 1 0 0 0 0 2 2 0 0 0 2 1 2 0 4 1 0 2 3 1 0 2 2 0 0 0 0 2 2 0 0 0 0 0 0 0 0 0 0 1 1 0 1 1 1 0 0 1 1 0 173
174 1 3 3 2 2 1 0 2 1 2 1 2 1 0 0 3 2 1 1 0 0 2 1 0 2 2 0 1 1 0 2 0 0 4 3 1 2 1 1 0 0 0 0 1 0 1 0 1 1 1 2 4 2 0 0 2 2 2 2 1 1 5 0 1 1 6 3 4 1 3 6 6 10 2 4 6 7 5 3 3 1 1 4 0 4 1 1 2 8 9 7 6 0 2 4 1 2 2 1 2 0 2 1 3 0 2 1 2 3 0 3 3 1 3 1 1 1 1 0 0 1 0 0 0 1 2 1 1 2 2 2 0 2 0 3 4 1 0 2 3 3 3 1 1 0 2 2 1 1 0 0 2 0 2 3 2 1 1 0 2 0 1 2 4 0 1 3 2 0 2 2 0 2 1 0 0 2 0 0 0 0 1 0 0 0 0 0 0 1 0 1 1 1 0 0 1 1 1 172
175 2 4 1 1 0 3 0 3 3 1 1 2 1 2 1 1 1 1 2 0 1 2 0 0 4 3 0 0 1 0 1 1 1 1 2 0 1 0 1 0 0 0 0 1 0 1 1 1 0 1 2 4 1 0 0 2 3 5 1 0 0 4 3 0 1 5 5 2 2 2 6 6 10 1 6 5 10 6 1 4 0 1 3 2 2 3 1 2 8 10 6 6 0 3 3 2 3 3 1 0 0 0 1 2 0 2 2 3 4 2 4 3 0 4 1 1 2 2 0 0 0 1 1 0 0 0 0 0 2 0 0 1 0 0 2 4 2 1 2 3 3 2 2 1 1 1 0 0 0 1 1 1 2 2 0 4 0 2 0 1 1 0 0 3 1 1 1 2 1 1 1 0 2 0 1 0 0 1 1 1 0 1 0 0 1 1 0 0 1 0 1 0 1 0 0 0 1 2 172
174 5 4 1 0 0 1 1 3 3 0 0 1 1 4 0 1 1 1 2 0 0 1 2 2 3 1 0 1 0 0 0 1 1 0 0 1 1 0 2 0 2 1 0 1 2 0 1 1 0 1 1 5 3 1 0 1 2 5 0 0 0 2 5 0 0 3 6 1 4 0 7 7 9 0 6 4 12 9 0 2 0 0 4 0 3 3 1 3 9 8 5 6 2 3 2 2 3 3 1 0 0 0 0 3 1 0 1 2 2 3 3 3 1 4 1 1 3 1 2 0 0 2 1 1 1 1 0 2 1 0 1 1 0 1 1 2 2 2 4 3 2 1 2 1 0 0 2 0 1 0 0 0 3 1 1 3 1 2 0 1 0 1 1 0 1 1 1 1 0 1 2 1 0 0 1 0 1 0 2 2 1 0 0 0 1 2 0 1 0 0 1 0 0 0 1 0 2 1 172
173 5 2 2 0 1 1 2 2 1 0 0 2 2 1 1 0 3 1 1 2 0 1 4 2 1 3 1 2 0 0 0 0 0 0 0 0 0 1 2 1 1 0 0 1 1 0 1 0 1 1 2 4 4 1 1 0 2 4 0 0 0 1 5 1 0 2 7 0 6 1 7 8 8 1 6 2 11 10 1 2 1 1 4 1 6 3 3 3 9 7 5 6 3 2 0 2 3 3 2 1 1 0 0 4 2 1 0 0 1 1 1 3 2 4 0 1 3 1 2 0 0 1 0 0 0 1 0 3 1 0 0 0 1 3 2 2 3 2 4 4 0 0 2 0 0 1 1 1 0 1 0 4 2 0 0 1 1 1 0 2 0 1 1 0 0 0 2 2 0 0 3 0 0 1 0 1 1 0 1 3 2 0 0 0 1 2 0 2 0 0 0 0 0 0 1 0 1 0 171
173 0 0 0 2 3 2 1 2 1 0 1 3 1 2 1 1 0 1 0 2 1 1 1 0 1 8 1 4 0 0 0 1 1 0 1 1 2 0 0 2 1 0 1 0 1 1 2 0 0 1 3 3 3 0 1 1 2 4 2 0 0 0 5 2 0 0 7 1 4 1 6 8 6 4 2 0 8 8 2 4 0 0 4 0 5 3 1 3 7 5 4 7 3 2 0 2 4 1 3 1 3 0 2 4 2 0 2 2 2 1 0 2 3 3 1 2 1 0 1 0 1 1 1 0 0 1 0 3 1 0 0 1 3 5 2 1 2 2 5 3 1 2 2 0 0 0 0 1 0 1 1 4 1 0 1 0 0 1 0 1 2 0 1 1 2 0 0 2 0 0 2 0 0 0 0 2 0 0 0 2 4 1 0 1 0 1 0 0 0 1 1 0 0 1 0 1 0 0 171
176 1 1 4 3 2 2 1 1 2 1 1 1 0 1 1 2 2 1 3 0 1 0 1 1 4 6 0 4 0 0 0 1 0 1 1 1 0 0 1 3 2 0 2 1 0 1 1 1 1 2 3 3 2 1 1 1 3 5 2 0 0 0 4 4 0 0 5 3 2 2 4 8 5 5 0 0 6 7 3 5 1 2 2 0 3 3 1 4 6 5 5 6 2 0 0 1 4 2 1 0 3 1 4 2 2 2 3 3 3 2 0 0 2 1 1 1 0 1 1 1 2 1 1 0 0 1 0 2 0 1 0 2 4 5 2 2 2 2 4 1 0 4 0 0 1 0 1 1 2 0 1 1 2 2 1 0 1 2 1 0 4 0 4 1 4 0 0 0 1 2 1 1 0 1 2 3 0 0 1 1 2 4 1 1 1 0 0 1 0 2 1 0 1 1 1 1 1 0 170
