0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 24 0 0 0 0 0 10 0 0 12 96 154 122 72 50 34 22 18 14 6 0 0 0 0 0 0 0 0 0 0 0 0 4 6 14 16 6 0 2 10 10 14 34 68 88 84 76 62 56 62 74 62 38 28 34 42 24 4 0 0 0 0 28 44 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 24 52 56 38 20 4 16 28 34 36 32 32 46 76 110 130 126 102 68 42 24 22 24 22 22 20 20 16 6 0 0 6 14 18 22 24 20 12 4 0 0 8 18 16 8 6 8 4 4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 3 4 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 17 0 0 0 0 0 10 0 0 15 103 158 122 71 48 29 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 4 10 12 7 5 12 22 25 30 48 76 89 77 63 49 40 44 58 49 27 15 20 30 17 3 3 0 0 0 26 41 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 43 51 39 31 17 17 22 28 33 32 32 44 69 96 117 124 113 87 58 33 26 25 22 22 19 19 14 5 2 2 6 13 17 21 23 19 12 5 1 0 7 16 16 9 6 7 4 4 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 4 7 7 5 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 9 0 0 21 121 171 124 67 38 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 7 5 2 5 12 20 27 37 48 51 51 59 72 73 51 30 19 8 10 26 23 5 0 0 7 4 1 7 2 0 0 22 33 15 4 7 8 3 1 5 7 1 0 0 0 0 0 0 0 0 0 0 0 6 22 27 45 42 25 15 20 32 34 33 40 53 68 90 112 126 123 97 62 40 30 24 21 17 16 9 5 7 6 5 9 16 20 20 16 11 8 7 4 6 12 15 12 8 5 3 3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 2 6 10 11 9 8 6 6 8 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 8 0 0 26 142 189 125 52 6 0 0 0 0 0 0 0 0 0 0 0 10 17 16 10 7 12 11 9 16 32 46 48 51 58 55 43 34 33 28 8 0 0 0 0 5 7 0 0 0 0 0 2 8 7 1 9 20 22 12 7 10 13 8 5 11 18 18 20 20 5 0 0 0 0 0 0 0 0 0 0 0 32 45 31 17 23 41 42 40 41 42 48 65 87 116 139 135 106 69 44 29 20 16 13 5 7 12 9 4 5 15 19 17 13 9 11 11 8 7 8 13 15 11 4 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 3 11 18 19 19 20 22 27 23 14 13 11 4 4 3 0 0 0 0 0 0 0 0 0 0 6 0 0 5 13 10 0 0 34 155 193 107 5 0 0 0 0 0 0 0 0 0 0 10 20 26 26 22 13 9 20 27 28 40 54 56 39 29 36 31 13 0 0 0 0 0 0 0 0 4 7 1 0 6 7 8 8 7 7 10 20 21 10 0 0 0 0 0 0 0 3 12 20 25 25 21 19 14 14 17 0 0 0 0 0 0 0 12 13 12 25 50 56 57 52 44 43 51 65 90 122 145 142 110 73 42 23 17 12 5 9 14 10 5 5 13 17 15 12 8 11 13 11 8 6 11 15 12 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 3 13 23 25 30 36 38 46 44 35 33 31 26 27 24 17 14 14 9 0 0 0 0 0 0 1 0 0 15 23 13 0 0 51 152 157 42 0 0 0 0 0 0 0 13 5 0 5 19 32 34 28 24 23 24 32 40 39 45 44 31 3 0 5 5 0 0 0 0 0 0 0 0 8 14 16 22 33 37 25 18 14 6 7 16 29 23 3 0 0 0 0 0 0 0 0 0 0 0 7 16 24 22 26 40 37 15 0 0 0 0 0 0 0 0 5 36 58 73 73 60 51 52 59 70 90 121 146 142 113 73 39 23 13 7 10 12 9 7 7 12 16 13 11 8 10 15 13 9 7 9 12 11 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
